,weight_2022,citax_2022,calc_grossinc_2022,weight_ref_2022,citax_ref_2022,calc_grossinc_ref_2022,weight_ref_2023,citax_ref_2023,calc_grossinc_ref_2023,weight_ref_2024,citax_ref_2024,calc_grossinc_ref_2024,weight_ref_2025,citax_ref_2025,calc_grossinc_ref_2025,weight_ref_2026,citax_ref_2026,calc_grossinc_ref_2026,weight_ref_2027,citax_ref_2027,calc_grossinc_ref_2027,weight_ref_2028,citax_ref_2028,calc_grossinc_ref_2028,ETR,ETR_ref
89,375.0000,"1,320,733.0000","14,117,969.0000",375.0000,"1,320,733.0000","14,117,969.0000",375.0000,"1,390,620.0000","14,823,868.0000",375.0000,"1,464,000.0000","15,565,061.0000",375.0000,"1,541,050.0000","16,343,314.0000",375.0000,"1,621,952.0000","17,160,480.0000",375.0000,"1,706,899.0000","18,018,504.0000",375.0000,"1,796,093.0000","18,919,429.0000",0.0935,0.0935
90,375.0000,"1,526,126.0000","16,601,051.0000",375.0000,"1,526,126.0000","16,601,051.0000",375.0000,"1,608,195.0000","17,431,104.0000",375.0000,"1,694,367.0000","18,302,659.0000",375.0000,"1,784,849.0000","19,217,792.0000",375.0000,"1,879,854.0000","20,178,681.0000",375.0000,"1,979,609.0000","21,187,615.0000",375.0000,"2,084,353.0000","22,246,996.0000",0.0919,0.0919
91,375.0000,"1,875,560.0000","19,841,683.0000",375.0000,"1,875,560.0000","19,841,683.0000",375.0000,"1,974,200.0000","20,833,768.0000",375.0000,"2,077,772.0000","21,875,456.0000",375.0000,"2,186,523.0000","22,969,229.0000",375.0000,"2,300,711.0000","24,117,690.0000",375.0000,"2,420,609.0000","25,323,575.0000",375.0000,"2,546,501.0000","26,589,754.0000",0.0945,0.0945
92,376.0000,"2,261,337.0000","24,174,269.0000",376.0000,"2,261,337.0000","24,174,269.0000",376.0000,"2,381,649.0000","25,382,983.0000",376.0000,"2,507,975.0000","26,652,132.0000",376.0000,"2,640,618.0000","27,984,739.0000",376.0000,"2,779,894.0000","29,383,976.0000",376.0000,"2,926,133.0000","30,853,174.0000",376.0000,"3,079,684.0000","32,395,833.0000",0.0935,0.0935
93,375.0000,"2,825,875.0000","30,024,267.0000",375.0000,"2,825,875.0000","30,024,267.0000",375.0000,"2,973,526.0000","31,525,480.0000",375.0000,"3,128,559.0000","33,101,754.0000",375.0000,"3,291,344.0000","34,756,842.0000",375.0000,"3,462,268.0000","36,494,684.0000",375.0000,"3,641,739.0000","38,319,418.0000",375.0000,"3,830,183.0000","40,235,389.0000",0.0941,0.0941
94,375.0000,"3,553,121.0000","38,267,217.0000",375.0000,"3,553,121.0000","38,267,217.0000",375.0000,"3,740,028.0000","40,180,578.0000",375.0000,"3,936,279.0000","42,189,607.0000",375.0000,"4,142,343.0000","44,299,087.0000",375.0000,"4,358,710.0000","46,514,041.0000",375.0000,"4,585,896.0000","48,839,743.0000",375.0000,"4,824,441.0000","51,281,730.0000",0.0929,0.0929
95,375.0000,"4,684,395.0000","50,370,688.0000",375.0000,"4,684,395.0000","50,370,688.0000",375.0000,"4,929,985.0000","52,889,223.0000",375.0000,"5,187,855.0000","55,533,684.0000",375.0000,"5,458,618.0000","58,310,368.0000",375.0000,"5,742,920.0000","61,225,886.0000",375.0000,"6,041,436.0000","64,287,181.0000",375.0000,"6,354,878.0000","67,501,540.0000",0.0930,0.0930
96,376.0000,"6,431,996.0000","69,515,725.0000",376.0000,"6,431,996.0000","69,515,725.0000",376.0000,"6,767,266.0000","72,991,511.0000",376.0000,"7,120,279.0000","76,641,087.0000",376.0000,"7,490,997.0000","80,473,141.0000",376.0000,"7,880,251.0000","84,496,798.0000",376.0000,"8,288,967.0000","88,721,638.0000",376.0000,"8,718,120.0000","93,157,720.0000",0.0925,0.0925
97,375.0000,"9,763,287.0000","104,226,534.0000",375.0000,"9,763,287.0000","104,226,534.0000",375.0000,"10,267,985.0000","109,437,861.0000",375.0000,"10,798,003.0000","114,909,754.0000",375.0000,"11,354,521.0000","120,655,241.0000",375.0000,"11,938,866.0000","126,688,003.0000",375.0000,"12,552,427.0000","133,022,404.0000",375.0000,"13,196,667.0000","139,673,524.0000",0.0937,0.0937
98,375.0000,"16,700,167.0000","182,021,301.0000",375.0000,"16,700,167.0000","182,021,301.0000",375.0000,"17,566,914.0000","191,122,366.0000",375.0000,"18,476,999.0000","200,678,484.0000",375.0000,"19,432,588.0000","210,712,408.0000",375.0000,"20,435,956.0000","221,248,029.0000",375.0000,"21,489,493.0000","232,310,430.0000",375.0000,"22,595,707.0000","243,925,952.0000",0.0917,0.0917
99,376.0000,"100,664,847.0000","1,142,929,415.0000",376.0000,"100,664,847.0000","1,142,929,415.0000",376.0000,"105,937,903.0000","1,200,075,886.0000",376.0000,"111,474,612.0000","1,260,079,680.0000",376.0000,"117,288,156.0000","1,323,083,665.0000",376.0000,"123,392,378.0000","1,389,237,848.0000",376.0000,"129,801,811.0000","1,458,699,740.0000",376.0000,"136,531,715.0000","1,531,634,727.0000",0.0881,0.0881
ALL,"37,527.0000","158,693,374.0000","1,634,406,051.0000","37,527.0000","158,693,374.0000","1,634,406,051.0000","37,527.0000","167,015,222.0000","1,716,126,354.0000","37,527.0000","175,754,225.0000","1,801,932,672.0000","37,527.0000","184,930,233.0000","1,892,029,305.0000","37,527.0000","194,565,042.0000","1,986,630,771.0000","37,527.0000","204,681,590.0000","2,085,962,309.0000","37,527.0000","215,303,967.0000","2,190,260,425.0000",0.0971,0.0971
